season,week,outcome,date,time,rotation,team,score,wagers,BETONLINE_spread,BETONLINE_odds,BOVODA_spread,BOVODA_odds,BookMaker_spread,BookMaker_odds,BAS_spread,BAS_odds,Heritage_spread,Heritage_odds,everygame_spread,everygame_odds,JustBET_spread,JustBET_odds,bet105_spread,bet105_odds,WAGERWEB_spread,WAGERWEB_odds,opener_spread,opener_odds
2018,2,FINAL,Sun 9/16,1:00 PM,272,Pittsburgh,37,48%,-4.0,-118,-4.0,-110,-4.0,-110,,,-4.5,-105,-4.0,-110,-4.0,-110,,,-4.5,-108,-4.5,-110
2018,2,FINAL,Sun 9/16,1:00 PM,273,Miami,20,48%,3.0,-105,3.0,+100,3.0,-105,,,3.0,-105,3.0,-105,3.0,-109,,,3.0,-108,,-110
2018,2,FINAL,Sun 9/16,1:00 PM,274,N.Y. Jets,12,52%,-3.0,-115,-3.0,-120,-3.0,-115,,,-3.0,-105,-3.0,-115,-3.0,-111,,,-3.0,-112,,-110
2018,2,FINAL,Sun 9/16,1:00 PM,263,Carolina,24,52%,5.5,-110,6.0,-120,5.5,-110,,,5.5,-105,5.5,-110,5.0,-110,,,5.5,-107,5.0,-110
2018,2,FINAL,Sun 9/16,1:00 PM,264,Atlanta,31,48%,-5.5,-110,-6.0,+100,-5.5,-110,,,-5.5,-105,-5.5,-110,-5.0,-110,,,-5.5,-113,-5.0,-110
2018,2,FINAL,Sun 9/16,1:00 PM,267,L.A. Chargers,31,63%,-7.5,-104,-8.0,-105,-7.0,-115,,,-7.0,-110,-7.5,-110,-7.0,-117,,,-7.0,-117,7.5,-105
2018,2,FINAL,Sun 9/16,1:00 PM,268,Buffalo,20,37%,7.5,-116,8.0,-115,7.0,-105,,,7.0,+100,7.5,-110,7.0,-103,,,7.0,-103,-7.5,-115
2018,2,FINAL,Sun 9/16,4:05 PM,279,Arizona,0,46%,12.0,-109,13.0,-115,12.0,-110,,,12.0,-105,12.0,-110,12.0,-110,,,12.0,-110,10.5,-110
2018,2,FINAL,Sun 9/16,4:05 PM,280,L.A. Rams,34,54%,-12.0,-111,-13.0,-105,-12.0,-110,,,-12.0,-105,-12.0,-110,-12.0,-110,,,-12.0,-110,-10.5,-110
2018,2,FINAL,Sun 9/16,4:05 PM,281,Detroit,27,44%,6.0,-108,6.5,-110,6.0,-108,,,6.0,-105,6.0,-105,6.0,-108,,,6.0,-108,2.5,+100
2018,2,FINAL,Sun 9/16,4:05 PM,282,San Francisco,30,56%,-6.0,-112,-6.5,-110,-6.0,-112,,,-6.0,-105,-6.0,-115,-6.0,-112,,,-6.0,-112,-2.5,-120
2018,2,FINAL,Sun 9/16,4:25 PM,285,Oakland,19,46%,5.5,-108,6.0,-110,6.0,-112,,,6.0,-105,6.0,-110,5.5,-110,,,6.0,-110,4.5,-110
2018,2,FINAL,Sun 9/16,4:25 PM,286,Denver,20,54%,-5.5,-112,-6.0,-110,-6.0,-108,,,-6.0,-105,-6.0,-110,-5.5,-110,,,-6.0,-110,-4.5,-110
2018,2,FINAL,Sun 9/16,4:25 PM,283,New England,20,61%,-2.0,-115,-2.5,-115,-1.5,-110,,,-2.0,-105,-2.0,-115,-1.5,-110,,,-2.0,-112,-1.0,-110
2018,2,FINAL,Sun 9/16,4:25 PM,284,Jacksonville,31,39%,2.0,-105,2.5,-105,1.5,-110,,,2.0,-105,2.0,-105,1.5,-110,,,2.0,-108,1.0,-110
2018,2,FINAL,Sun 9/16,8:20 PM,287,N.Y. Giants,13,59%,3.0,-115,3.0,-125,3.0,-114,,,3.0,-115,3.0,-120,3.0,-114,,,3.0,-118,3.0,+100
2018,2,FINAL,Sun 9/16,8:20 PM,288,Dallas,20,41%,-3.0,-105,-3.0,+105,-3.0,-105,,,-3.0,+105,-3.0,+100,-3.0,-105,,,-3.0,-102,-3.0,-120
2018,2,FINAL,Thu 9/13,8:20 PM,101,Baltimore,23,56%,,-105,-1.5,-105,,-110,,,-1.0,-105,,-110,1.0,-115,,,-1.0,-109,-3.0,-110
2018,2,FINAL,Thu 9/13,8:20 PM,102,Cincinnati,34,44%,,-115,1.5,-115,,-110,,,1.0,-105,,-110,-1.0,-105,,,1.0,-111,3.0,-110
2018,3,FINAL,Mon 9/24,8:15 PM,489,Pittsburgh,30,51%,1.0,-105,1.0,-110,1.0,-105,,,1.0,-105,1.0,-110,1.0,-105,,,1.0,-107,-2.5,-110
2018,3,FINAL,Mon 9/24,8:15 PM,490,Tampa Bay,27,49%,-1.0,-115,-1.0,-110,-1.0,-115,,,-1.0,-105,-1.0,-110,-1.0,-115,,,-1.0,-113,2.5,-110
2018,3,FINAL OT,Sun 9/23,1:00 PM,467,New Orleans,43,61%,1.5,-105,1.5,-110,1.5,-105,,,1.5,-105,2.0,-110,1.5,-105,,,2.0,-109,4.0,-110
2018,3,FINAL OT,Sun 9/23,1:00 PM,468,Atlanta,37,39%,-1.5,-115,-1.5,-110,-1.5,-115,,,-1.5,-105,-2.0,-110,-1.5,-115,,,-2.0,-111,-4.0,-110
2018,3,FINAL,Sun 9/23,1:00 PM,477,Buffalo,27,45%,16.5,-112,17.0,-110,16.5,-115,,,16.5,-105,16.5,-110,16.5,-115,,,16.5,-107,16.5,-110
2018,3,FINAL,Sun 9/23,1:00 PM,478,Minnesota,6,55%,-16.5,-108,-17.0,-110,-16.5,-105,,,-16.5,-105,-16.5,-110,-16.5,-105,,,-16.5,-113,-16.5,-110
2018,3,FINAL,Sun 9/23,1:00 PM,469,Denver,14,45%,5.5,-114,6.0,-115,5.5,-110,,,5.5,-105,5.5,-110,5.5,-110,,,5.5,-110,3.5,-105
2018,3,FINAL,Sun 9/23,1:00 PM,470,Baltimore,27,55%,-5.5,-106,-6.0,-105,-5.5,-110,,,-5.5,-105,-5.5,-110,-5.5,-110,,,-5.5,-110,-3.5,-115
2018,3,FINAL,Sun 9/23,1:00 PM,461,Indianapolis,16,49%,6.5,-106,7.0,-120,6.5,-111,,,6.5,-105,7.0,-125,6.5,-111,,,6.5,-114,6.0,-110
2018,3,FINAL,Sun 9/23,1:00 PM,462,Philadelphia,20,51%,-6.5,-114,-7.0,+100,-6.5,-109,,,-6.5,-105,-7.0,+105,-6.5,-109,,,-6.5,-106,-6.0,-110
2018,3,FINAL,Sun 9/23,1:00 PM,463,Cincinnati,21,50%,2.5,+100,3.0,-115,3.0,-121,,,2.5,+105,3.0,-115,3.0,-121,,,2.5,+100,3.0,-110
2018,3,FINAL,Sun 9/23,1:00 PM,464,Carolina,31,50%,-2.5,-120,-3.0,-105,-3.0,+101,,,-2.5,-115,-3.0,-105,-3.0,+101,,,-2.5,-120,-3.0,-110
2018,3,FINAL,Sun 9/23,1:00 PM,479,San Francisco,27,50%,6.0,-106,6.0,-110,6.0,-110,,,6.0,-105,6.0,-110,6.0,-110,,,6.0,-114,4.5,-110
2018,3,FINAL,Sun 9/23,1:00 PM,480,Kansas City,38,50%,-6.0,-114,-6.0,-110,-6.0,-110,,,-6.0,-105,-6.0,-110,-6.0,-110,,,-6.0,-106,-4.5,-110
2018,3,FINAL,Sun 9/23,1:00 PM,475,Green Bay,17,54%,-2.0,-115,-3.0,+105,-2.5,-115,,,-2.5,-105,-2.5,-110,-2.5,-115,,,-2.5,-107,-2.5,-110
2018,3,FINAL,Sun 9/23,1:00 PM,476,Washington,31,46%,2.0,-105,3.0,-125,2.5,-105,,,2.5,-105,2.5,-110,2.5,-105,,,2.5,-113,2.5,-110
2018,3,FINAL,Sun 9/23,1:00 PM,473,Oakland,20,45%,3.0,-119,3.0,-115,3.0,-119,,,3.0,-120,3.0,-120,3.0,-119,,,3.0,-124,3.0,-120
2018,3,FINAL,Sun 9/23,1:00 PM,474,Miami,28,55%,-3.0,-101,-3.0,-105,-3.0,-101,,,-3.0,+110,-3.0,+100,-3.0,-101,,,-3.0,+104,-3.0,+100
2018,3,FINAL,Sun 9/23,1:00 PM,471,N.Y. Giants,27,53%,6.0,-110,6.5,-110,6.5,-111,,,6.0,-105,6.5,-110,6.5,-111,,,6.0,-109,6.0,-105
2018,3,FINAL,Sun 9/23,1:00 PM,472,Houston,22,47%,-6.0,-110,-6.5,-110,-6.5,-109,,,-6.0,-105,-6.5,-110,-6.5,-109,,,-6.0,-111,-6.0,-115
2018,3,FINAL,Sun 9/23,1:00 PM,465,Tennessee,9,43%,10.0,-115,10.0,-105,10.0,-115,,,10.0,-105,10.0,-110,10.0,-115,,,10.0,-110,6.5,-105
2018,3,FINAL,Sun 9/23,1:00 PM,466,Jacksonville,6,57%,-10.0,-105,-10.0,-115,-10.0,-105,,,-10.0,-105,-10.0,-110,-10.0,-105,,,-10.0,-110,-6.5,-115
2018,3,FINAL,Sun 9/23,4:05 PM,481,L.A. Chargers,23,50%,7.0,-115,7.0,-105,7.0,-110,,,7.0,-110,7.5,-120,7.0,-110,,,7.0,-117,7.0,-110
2018,3,FINAL,Sun 9/23,4:05 PM,482,L.A. Rams,35,50%,-7.0,-105,-7.0,-115,-7.0,-110,,,-7.0,+100,-7.5,+100,-7.0,-110,,,-7.0,-103,-7.0,-110
2018,3,FINAL,Sun 9/23,4:25 PM,483,Chicago,16,57%,-4.5,-110,-6.0,-115,-5.0,-112,,,-5.5,-105,-5.5,-115,-5.0,-112,,,-5.5,-110,-4.5,-110
2018,3,FINAL,Sun 9/23,4:25 PM,484,Arizona,14,43%,4.5,-110,6.0,-105,5.0,-108,,,5.5,-105,5.5,-105,5.0,-108,,,5.5,-110,4.5,-110
2018,3,FINAL,Sun 9/23,4:25 PM,485,Dallas,13,44%,1.0,-105,1.0,-105,2.0,-107,,,1.5,-105,1.0,+100,2.0,-107,,,1.5,-108,3.0,-110
2018,3,FINAL,Sun 9/23,4:25 PM,486,Seattle,24,56%,-1.0,-115,-1.0,-115,-2.0,-113,,,-1.5,-105,-1.0,-120,-2.0,-113,,,-1.5,-112,-3.0,-110
2018,3,FINAL,Sun 9/23,8:20 PM,487,New England,10,63%,-7.0,-103,-7.5,-115,-7.0,-105,,,-6.5,-110,-7.0,-115,-7.0,-105,,,-6.5,-117,-7.0,-110
2018,3,FINAL,Sun 9/23,8:20 PM,488,Detroit,26,37%,7.0,-117,7.5,-105,7.0,-115,,,6.5,+100,7.0,-105,7.0,-115,,,6.5,-103,7.0,-110
2018,3,FINAL,Thu 9/20,8:20 PM,301,N.Y. Jets,17,42%,3.0,-101,3.0,+110,3.0,-101,,,3.0,+105,3.0,+100,3.0,+100,,,3.0,-102,3.5,-110
2018,3,FINAL,Thu 9/20,8:20 PM,302,Cleveland,21,58%,-3.0,-119,-3.0,-130,-3.0,-119,,,-3.0,-115,-3.0,-120,-3.0,-120,,,-3.0,-118,-3.5,-110
2018,4,FINAL,Mon 10/1,8:15 PM,277,Kansas City,27,55%,-3.5,+100,-4.0,-105,-3.5,-105,,,-3.0,-125,-3.5,-110,-3.5,-105,,,-3.0,-132,-3.5,-115
2018,4,FINAL,Mon 10/1,8:15 PM,278,Denver,23,45%,3.5,-120,4.0,-115,3.5,-115,,,3.0,+115,3.5,-110,3.5,-115,,,3.0,+112,3.5,-105
2018,4,FINAL,Sun 9/30,1:00 PM,255,Cincinnati,37,59%,3.5,-116,3.5,-110,3.0,+102,,,3.5,-115,3.5,-110,3.0,+102,,,3.5,-115,6.0,-110
2018,4,FINAL,Sun 9/30,1:00 PM,256,Atlanta,36,41%,-3.5,-104,-3.5,-110,-3.0,-122,,,-3.5,+105,-3.5,-110,-3.0,-122,,,-3.5,-105,-6.0,-110
2018,4,FINAL,Sun 9/30,1:00 PM,263,Tampa Bay,10,44%,3.0,-121,3.0,-115,2.5,-117,,,2.5,+105,3.0,-120,2.5,-117,,,2.5,+101,2.5,-110
2018,4,FINAL,Sun 9/30,1:00 PM,264,Chicago,48,56%,-3.0,+101,-3.0,-105,-2.5,-103,,,-2.5,-115,-3.0,+100,-2.5,-103,,,-2.5,-121,-2.5,-110
2018,4,FINAL OT,Sun 9/30,1:00 PM,253,Houston,37,40%,-1.0,-113,,-115,-1.0,-114,,,-1.0,-105,-1.0,-110,-1.0,-114,,,-1.0,-113,3.0,-115
2018,4,FINAL OT,Sun 9/30,1:00 PM,254,Indianapolis,34,60%,1.0,-107,,-105,1.0,-106,,,1.0,-105,1.0,-110,1.0,-106,,,1.0,-107,-3.0,-105
2018,4,FINAL,Sun 9/30,1:00 PM,261,N.Y. Jets,12,53%,7.5,-120,7.5,-115,7.0,-108,,,7.0,-105,7.5,-125,7.0,-108,,,7.0,-106,9.0,-110
2018,4,FINAL,Sun 9/30,1:00 PM,262,Jacksonville,31,47%,-7.5,+100,-7.5,-105,-7.0,-112,,,-7.0,-105,-7.5,+105,-7.0,-112,,,-7.0,-114,-9.0,-110
2018,4,FINAL,Sun 9/30,1:00 PM,251,Miami,7,49%,6.5,-105,7.0,-110,6.5,-103,,,6.5,+100,6.5,+100,6.5,-103,,,6.5,-104,7.5,+100
2018,4,FINAL,Sun 9/30,1:00 PM,252,New England,38,51%,-6.5,-115,-7.0,-110,-6.5,-117,,,-6.5,-110,-6.5,-120,-6.5,-117,,,-6.5,-116,-7.5,-120
2018,4,FINAL,Sun 9/30,1:00 PM,259,Detroit,24,51%,3.0,-125,3.0,-125,2.5,-111,,,2.5,-105,2.5,-105,2.5,-111,,,2.5,-105,3.5,-115
2018,4,FINAL,Sun 9/30,1:00 PM,260,Dallas,26,49%,-3.0,+105,-3.0,+105,-2.5,-109,,,-2.5,-105,-2.5,-115,-2.5,-109,,,-2.5,-115,-3.5,-105
2018,4,FINAL,Sun 9/30,1:00 PM,257,Buffalo,0,54%,9.0,-112,9.0,-105,8.5,-113,,,9.0,-105,9.5,-120,8.5,-113,,,9.0,-112,10.5,-110
2018,4,FINAL,Sun 9/30,1:00 PM,258,Green Bay,22,46%,-9.0,-108,-9.0,-115,-8.5,-108,,,-9.0,-105,-9.5,+100,-8.5,-108,,,-9.0,-108,-10.5,-110
2018,4,FINAL OT,Sun 9/30,1:00 PM,265,Philadelphia,23,56%,-3.0,+100,-3.5,+105,-3.0,-101,,,-3.0,+105,-3.0,+100,-3.0,-101,,,-3.0,-102,-3.0,-110
2018,4,FINAL OT,Sun 9/30,1:00 PM,266,Tennessee,26,44%,3.0,-120,3.5,-125,3.0,-119,,,3.0,-115,3.0,-120,3.0,-119,,,3.0,-118,3.0,-110
2018,4,FINAL,Sun 9/30,4:05 PM,267,Seattle,20,56%,-4.0,-112,-4.0,-105,-3.5,-118,,,-3.5,-105,-3.5,-115,-3.5,-118,,,-3.5,-111,,-110
2018,4,FINAL,Sun 9/30,4:05 PM,268,Arizona,17,44%,4.0,-108,4.0,-115,3.5,-103,,,3.5,-105,3.5,-105,3.5,-103,,,3.5,-109,,-110
2018,4,FINAL OT,Sun 9/30,4:05 PM,269,Cleveland,42,42%,2.5,-105,3.0,-120,2.5,-110,,,2.5,+105,2.5,-105,2.5,-110,,,2.5,-102,2.5,-105
2018,4,FINAL OT,Sun 9/30,4:05 PM,270,Oakland,45,58%,-2.5,-115,-3.0,+100,-2.5,-110,,,-2.5,-115,-2.5,-115,-2.5,-110,,,-2.5,-118,-2.5,-115
2018,4,FINAL,Sun 9/30,4:25 PM,273,New Orleans,33,54%,-3.0,-116,-3.5,-105,-3.0,-105,,,-3.0,-115,-3.5,+100,-3.0,-105,,,-3.0,-121,-4.5,-110
2018,4,FINAL,Sun 9/30,4:25 PM,274,N.Y. Giants,18,46%,3.0,-104,3.5,-115,3.0,-115,,,3.0,+105,3.5,-120,3.0,-115,,,3.0,+101,4.5,-110
2018,4,FINAL,Sun 9/30,4:25 PM,271,San Francisco,27,40%,9.5,-110,10.5,-115,10.0,-119,,,9.5,-105,10.5,-120,10.0,-119,,,10.0,-112,9.5,-110
2018,4,FINAL,Sun 9/30,4:25 PM,272,L.A. Chargers,29,60%,-9.5,-110,-10.5,-105,-10.0,-101,,,-9.5,-105,-10.5,+100,-10.0,-101,,,-10.0,-108,-9.5,-110
2018,4,FINAL,Sun 9/30,8:20 PM,275,Baltimore,26,49%,3.0,-104,3.0,+100,3.0,-109,,,3.0,-105,3.0,-110,3.0,-109,,,3.0,-106,3.0,-115
2018,4,FINAL,Sun 9/30,8:20 PM,276,Pittsburgh,14,51%,-3.0,-116,-3.0,-120,-3.0,-111,,,-3.0,-105,-3.0,-110,-3.0,-111,,,-3.0,-114,-3.0,-105
2018,4,FINAL,Thu 9/27,8:20 PM,101,Minnesota,31,54%,7.0,-105,7.0,-105,7.0,-105,,,7.0,-105,7.0,-115,7.0,-105,,,7.0,-108,6.5,+100
2018,4,FINAL,Thu 9/27,8:20 PM,102,L.A. Rams,38,46%,-7.0,-115,-7.0,-115,-7.0,-115,,,-7.0,-105,-7.0,-105,-7.0,-115,,,-7.0,-112,-6.5,-120
2018,5,FINAL,Mon 10/8,8:15 PM,477,Washington,19,52%,5.5,-107,6.0,-120,5.5,-110,,,5.5,-105,5.5,-110,5.5,-110,,,5.5,-110,6.5,-110
2018,5,FINAL,Mon 10/8,8:15 PM,478,New Orleans,43,48%,-5.5,-113,-6.0,+100,-5.5,-110,,,-5.5,-105,-5.5,-110,-5.5,-110,,,-5.5,-110,-6.5,-110
2018,5,FINAL,Sun 10/7,1:00 PM,465,Miami,17,54%,6.0,-115,6.0,-105,6.0,-116,,,6.0,-105,6.0,-110,6.0,-116,,,6.0,-112,6.0,-110
2018,5,FINAL,Sun 10/7,1:00 PM,466,Cincinnati,27,46%,-6.0,-105,-6.0,-115,-6.0,-104,,,-6.0,-105,-6.0,-110,-6.0,-104,,,-6.0,-108,-6.0,-110
2018,5,FINAL,Sun 10/7,1:00 PM,457,N.Y. Giants,31,38%,6.0,-103,7.0,-115,6.5,-117,,,6.5,-105,6.5,-115,6.5,-117,,,6.5,-110,4.5,-110
2018,5,FINAL,Sun 10/7,1:00 PM,458,Carolina,33,62%,-6.0,-117,-7.0,-105,-6.5,-103,,,-6.5,-105,-6.5,-105,-6.5,-103,,,-6.5,-110,-4.5,-110
2018,5,FINAL,Sun 10/7,1:00 PM,459,Denver,16,54%,,-110,-1.5,-110,,-110,,,-1.0,-105,,-110,,-110,,,-1.0,-109,,-110
2018,5,FINAL,Sun 10/7,1:00 PM,460,N.Y. Jets,34,46%,,-110,1.5,-110,,-110,,,1.0,-105,,-110,,-110,,,1.0,-111,,-110
2018,5,FINAL,Sun 10/7,1:00 PM,453,Jacksonville,14,52%,3.0,-117,3.0,-115,3.0,-119,,,3.0,-115,3.0,-110,3.0,-119,,,3.0,-120,3.5,-110
2018,5,FINAL,Sun 10/7,1:00 PM,454,Kansas City,30,48%,-3.0,-103,-3.0,-105,-3.0,-101,,,-3.0,+105,-3.0,-110,-3.0,-101,,,-3.0,+100,-3.5,-110
2018,5,FINAL,Sun 10/7,1:00 PM,463,Green Bay,23,54%,1.0,-105,1.0,-110,1.5,-104,,,1.5,-105,1.0,-110,1.5,-104,,,1.5,-111,-1.5,-110
2018,5,FINAL,Sun 10/7,1:00 PM,464,Detroit,31,46%,-1.0,-115,-1.0,-110,-1.5,-116,,,-1.5,-105,-1.0,-110,-1.5,-116,,,-1.5,-109,1.5,-110
2018,5,FINAL OT,Sun 10/7,1:00 PM,451,Baltimore,9,65%,-3.0,-122,-3.0,-130,-3.5,-105,,,-3.0,-120,-3.0,-125,-3.5,-105,,,-3.0,-121,,-110
2018,5,FINAL OT,Sun 10/7,1:00 PM,452,Cleveland,12,35%,3.0,+102,3.0,+110,3.5,-115,,,3.0,+110,3.0,+105,3.5,-115,,,3.0,+101,,-110
2018,5,FINAL,Sun 10/7,1:00 PM,461,Atlanta,17,44%,3.5,-112,3.0,+110,3.5,-114,,,3.0,+115,3.5,-115,3.5,-114,,,3.0,+111,3.0,-110
2018,5,FINAL,Sun 10/7,1:00 PM,462,Pittsburgh,41,56%,-3.5,-108,-3.0,-130,-3.5,-106,,,-3.0,-125,-3.5,-105,-3.5,-106,,,-3.0,-131,-3.0,-110
2018,5,FINAL,Sun 10/7,1:00 PM,455,Tennessee,12,56%,-6.0,-111,-6.0,-110,-6.5,-102,,,-6.0,-105,-6.0,-110,-6.5,-102,,,-6.0,-110,-4.5,-110
2018,5,FINAL,Sun 10/7,1:00 PM,456,Buffalo,13,44%,6.0,-109,6.0,-110,6.5,-119,,,6.0,-105,6.0,-110,6.5,-119,,,6.0,-110,4.5,-110
2018,5,FINAL,Sun 10/7,4:05 PM,467,Oakland,10,53%,4.5,+100,5.0,-105,6.0,-123,,,5.0,-105,5.5,-110,6.0,-123,,,5.5,-112,6.0,-110
2018,5,FINAL,Sun 10/7,4:05 PM,468,L.A. Chargers,26,47%,-4.5,-120,-5.0,-115,-6.0,+102,,,-5.0,-105,-5.5,-110,-6.0,+102,,,-5.5,-108,-6.0,-110
2018,5,FINAL,Sun 10/7,4:25 PM,471,Minnesota,23,53%,3.5,-110,3.0,+110,3.5,-104,,,3.5,-105,3.5,-110,3.5,-104,,,3.5,-109,2.5,-103
2018,5,FINAL,Sun 10/7,4:25 PM,472,Philadelphia,21,47%,-3.5,-110,-3.0,-130,-3.5,-116,,,-3.5,-105,-3.5,-110,-3.5,-116,,,-3.5,-111,-2.5,-117
2018,5,FINAL,Sun 10/7,4:25 PM,469,Arizona,28,56%,3.0,-105,3.0,-110,3.0,-113,,,3.0,+100,3.0,-105,3.0,-113,,,3.0,-107,5.5,-110
2018,5,FINAL,Sun 10/7,4:25 PM,470,San Francisco,18,44%,-3.0,-115,-3.0,-110,-3.0,-106,,,-3.0,-110,-3.0,-115,-3.0,-106,,,-3.0,-113,-5.5,-110
2018,5,FINAL,Sun 10/7,4:25 PM,473,L.A. Rams,33,57%,-7.5,+100,-8.0,-105,-7.0,-119,,,-7.5,-105,-7.5,-105,-7.0,-119,,,-7.5,-107,-7.5,-110
2018,5,FINAL,Sun 10/7,4:25 PM,474,Seattle,31,43%,7.5,-120,8.0,-115,7.0,-101,,,7.5,-105,7.5,-115,7.0,-101,,,7.5,-113,7.5,-110
2018,5,FINAL OT,Sun 10/7,8:20 PM,475,Dallas,16,44%,3.5,-120,3.5,-115,3.0,+105,,,3.0,+110,3.5,-120,3.0,+105,,,3.0,+104,3.5,-110
2018,5,FINAL OT,Sun 10/7,8:20 PM,476,Houston,19,56%,-3.5,+100,-3.5,-105,-3.0,-125,,,-3.0,-120,-3.5,+100,-3.0,-125,,,-3.0,-124,-3.5,-110
2018,5,FINAL,Thu 10/4,8:20 PM,301,Indianapolis,24,41%,10.5,-115,11.5,-115,10.5,-115,,,10.5,-105,10.5,-105,10.5,-115,,,10.5,-107,7.5,-110
2018,5,FINAL,Thu 10/4,8:20 PM,302,New England,38,59%,-10.5,-105,-11.5,-105,-10.5,-105,,,-10.5,-105,-10.5,-115,-10.5,-105,,,-10.5,-113,-7.5,-110
2018,6,FINAL,Mon 10/15,8:15 PM,277,San Francisco,30,44%,9.0,-119,9.5,-110,9.0,-125,,,9.0,-105,9.5,-110,9.0,-125,,,9.0,-113,7.0,-110
2018,6,FINAL,Mon 10/15,8:15 PM,278,Green Bay,33,56%,-9.0,-101,-9.5,-110,-9.0,+105,,,-9.0,-105,-9.5,-110,-9.0,+105,,,-9.0,-107,-7.0,-110
2018,6,FINAL,Sun 10/14,1:00 PM,265,Seattle,27,40%,-3.0,-105,-3.0,-115,-3.0,-108,,,-3.0,-105,-3.0,-110,-3.0,-108,,,-3.0,-110,-2.5,-110
2018,6,FINAL,Sun 10/14,1:00 PM,266,Oakland,3,60%,3.0,-115,3.0,-105,3.0,-112,,,3.0,-105,3.0,-110,3.0,-112,,,3.0,-110,2.5,-110
2018,6,FINAL OT,Sun 10/14,1:00 PM,255,Chicago,28,56%,-7.0,-119,-7.0,-125,-7.0,-116,,,-7.0,-105,-7.0,-110,-7.0,-116,,,-7.0,-111,-1.5,-110
2018,6,FINAL OT,Sun 10/14,1:00 PM,256,Miami,31,44%,7.0,-101,7.0,+105,7.0,-104,,,7.0,-105,7.0,-110,7.0,-104,,,7.0,-109,1.5,-110
2018,6,FINAL,Sun 10/14,1:00 PM,259,Indianapolis,34,57%,2.5,-105,2.0,+100,3.0,-125,,,2.5,-105,2.5,+100,3.0,-125,,,2.5,-108,3.0,-120
2018,6,FINAL,Sun 10/14,1:00 PM,260,N.Y. Jets,42,43%,-2.5,-115,-2.0,-120,-3.0,+105,,,-2.5,-105,-2.5,-120,-3.0,+105,,,-2.5,-112,-3.0,+100
2018,6,FINAL,Sun 10/14,1:00 PM,267,Buffalo,13,59%,10.0,-105,10.0,-115,10.0,-113,,,10.0,-105,10.0,-110,10.0,-113,,,10.0,-113,8.5,-110
2018,6,FINAL,Sun 10/14,1:00 PM,268,Houston,20,41%,-10.0,-115,-10.0,-105,-10.0,-107,,,-10.0,-105,-10.0,-110,-10.0,-107,,,-10.0,-107,-8.5,-110
2018,6,FINAL,Sun 10/14,1:00 PM,263,Tampa Bay,29,35%,3.0,-107,3.0,+105,3.0,-110,,,3.0,-105,3.5,-115,3.0,-110,,,3.0,-108,3.0,-105
2018,6,FINAL,Sun 10/14,1:00 PM,264,Atlanta,34,65%,-3.0,-113,-3.0,-125,-3.0,-110,,,-3.0,-105,-3.5,-105,-3.0,-110,,,-3.0,-112,-3.0,-115
2018,6,FINAL,Sun 10/14,1:00 PM,261,Pittsburgh,28,60%,1.5,-109,1.5,-115,2.0,-110,,,1.5,-105,1.5,-110,2.0,-110,,,1.5,-114,3.0,-110
2018,6,FINAL,Sun 10/14,1:00 PM,262,Cincinnati,21,40%,-1.5,-111,-1.5,-105,-2.0,-110,,,-1.5,-105,-1.5,-110,-2.0,-110,,,-1.5,-106,-3.0,-110
2018,6,FINAL,Sun 10/14,1:00 PM,251,Arizona,17,42%,10.0,-120,10.0,-110,9.5,-115,,,9.5,-105,10.0,-120,9.5,-115,,,9.5,-109,8.5,-110
2018,6,FINAL,Sun 10/14,1:00 PM,252,Minnesota,27,58%,-10.0,+100,-10.0,-110,-9.5,-105,,,-9.5,-105,-10.0,+100,-9.5,-105,,,-9.5,-111,-8.5,-110
2018,6,FINAL,Sun 10/14,1:00 PM,253,L.A. Chargers,38,55%,1.0,-116,-1.0,-105,,-110,,,1.0,-105,1.0,-110,,-110,,,1.0,-113,-1.5,-110
2018,6,FINAL,Sun 10/14,1:00 PM,254,Cleveland,14,45%,-1.0,-104,1.0,-115,,-110,,,-1.0,-105,-1.0,-110,,-110,,,-1.0,-107,1.5,-110
2018,6,FINAL,Sun 10/14,1:00 PM,257,Carolina,17,53%,-1.0,-115,-1.5,-115,-1.0,-114,,,-1.5,-105,-1.0,-110,-1.0,-114,,,-1.5,-108,2.5,-110
2018,6,FINAL,Sun 10/14,1:00 PM,258,Washington,23,47%,1.0,-105,1.5,-105,1.0,-106,,,1.5,-105,1.0,-110,1.0,-106,,,1.5,-112,-2.5,-110
2018,6,FINAL,Sun 10/14,4:05 PM,269,L.A. Rams,23,47%,-7.0,-107,-7.0,-115,-7.0,-110,,,-7.0,+100,-7.0,-110,-7.0,-110,,,-7.0,-102,-7.0,-110
2018,6,FINAL,Sun 10/14,4:05 PM,270,Denver,20,53%,7.0,-113,7.0,-105,7.0,-110,,,7.0,-110,7.0,-110,7.0,-110,,,7.0,-118,7.0,-110
2018,6,FINAL,Sun 10/14,4:25 PM,271,Jacksonville,7,59%,-3.0,-118,-3.5,-105,-3.0,-126,,,-3.0,-110,-3.0,-120,-3.0,-126,,,-3.0,-117,-1.5,-110
2018,6,FINAL,Sun 10/14,4:25 PM,272,Dallas,40,41%,3.0,-102,3.5,-115,3.0,+106,,,3.0,+100,3.0,+100,3.0,+106,,,3.0,-103,1.5,-110
