season,week,outcome,date,time,rotation,team,score,wagers,BETONLINE_spread,BETONLINE_odds,BOVODA_spread,BOVODA_odds,BookMaker_spread,BookMaker_odds,BAS_spread,BAS_odds,Heritage_spread,Heritage_odds,everygame_spread,everygame_odds,JustBET_spread,JustBET_odds,bet105_spread,bet105_odds,WAGERWEB_spread,WAGERWEB_odds,opener_spread,opener_odds
2022,4,FINAL,Sun 10/2,1:00 PM,258,Baltimore,20,54%,3.0,+103,3.0,+110,3.0,+105,3.0,+100,3.0,+102,3.0,+100,3.0,+105,,,3.0,+100,4.0,-110
2022,4,FINAL,Sun 10/2,4:05 PM,271,Arizona,26,24%,1.0,-113,1.0,-115,,-114,1.0,-110,1.5,-108,1.0,-105,,-105,,,1.5,-112,-2.5,-110
2022,4,FINAL,Sun 10/2,4:05 PM,272,Carolina,16,76%,-1.0,-107,-1.0,-105,,-106,-1.0,-110,-1.5,-108,-1.0,-115,,-115,,,-1.5,-108,2.5,-110
2022,4,FINAL,Sun 10/2,4:25 PM,273,Denver,23,30%,2.5,-102,2.5,+100,2.5,-104,2.5,+100,2.5,-108,2.5,+100,2.5,-107,,,2.5,-101,2.0,-110
2022,4,FINAL,Sun 10/2,4:25 PM,274,Las Vegas,32,70%,-2.5,-118,-2.5,-120,-2.5,-116,-2.5,-120,-2.5,-108,-2.5,-120,-2.5,-119,,,-2.5,-119,-2.0,-110
2022,4,FINAL OT,Sun 10/2,4:25 PM,275,New England,24,90%,9.5,-110,9.5,-110,9.5,-109,9.5,-110,9.5,-108,9.5,-110,9.5,-109,,,9.5,-111,6.5,-110
2022,4,FINAL OT,Sun 10/2,4:25 PM,276,Green Bay,27,10%,-9.5,-110,-9.5,-110,-9.5,-111,-9.5,-110,-9.5,-108,-9.5,-110,-9.5,-111,,,-9.5,-109,-6.5,-110
2022,4,FINAL,Sun 10/2,8:20 PM,277,Kansas City,41,41%,2.0,-110,2.0,-110,2.0,-110,2.0,-110,2.0,-108,2.0,-110,2.0,-108,,,2.0,-111,-2.0,-110
2022,4,FINAL,Sun 10/2,8:20 PM,278,Tampa Bay,31,59%,-2.0,-110,-2.0,-110,-2.0,-110,-2.0,-110,-2.0,-108,-2.0,-110,-2.0,-112,,,-2.0,-109,2.0,-110
2022,4,FINAL,Thu 9/29,8:15 PM,101,Miami,15,51%,4.0,-109,4.0,-110,4.0,-111,4.0,-110,4.0,-108,4.0,-110,4.0,-109,,,4.0,-110,1.0,-110
2022,4,FINAL,Thu 9/29,8:15 PM,102,Cincinnati,27,49%,-4.0,-111,-4.0,-110,-4.0,-109,-4.0,-110,-4.0,-108,-4.0,-110,-4.0,-111,,,-4.0,-110,-1.0,-110
2022,5,FINAL,Mon 10/10,8:15 PM,479,Las Vegas,29,84%,7.0,-112,7.0,-110,7.0,-110,7.0,-105,7.0,-108,7.0,+100,7.0,-115,,,7.0,-110,7.0,-110
2022,5,FINAL,Mon 10/10,8:15 PM,480,Kansas City,30,16%,-7.0,-108,-7.0,-110,-7.0,-110,-7.0,-115,-7.0,-108,-7.0,-120,-7.0,-105,,,-7.0,-110,-7.0,-110
2022,5,FINAL,Sun 10/9,9:30 AM,451,N.Y. Giants,27,72%,9.0,-105,9.0,-110,9.0,-110,9.0,-110,9.0,-108,9.0,-110,9.0,-110,,,9.0,-110,8.0,-110
2022,5,FINAL,Sun 10/9,9:30 AM,452,Green Bay,22,28%,-9.0,-115,-9.0,-110,-9.0,-110,-9.0,-110,-9.0,-108,-9.0,-110,-9.0,-110,,,-9.0,-110,-8.0,-110
2022,5,FINAL,Sun 10/9,1:00 PM,467,L.A. Chargers,30,42%,-1.5,-110,-1.0,-115,-1.0,-110,-1.5,-110,-1.0,-108,-1.0,-115,-1.0,-110,,,-1.0,-111,-1.0,-110
2022,5,FINAL,Sun 10/9,1:00 PM,468,Cleveland,28,58%,1.5,-110,1.0,-105,1.0,-110,1.5,-110,1.0,-108,1.0,-105,1.0,-110,,,1.0,-109,1.0,-110
2022,5,FINAL,Sun 10/9,1:00 PM,461,Chicago,22,76%,8.5,-110,8.5,-110,9.0,-110,8.5,-110,8.5,-108,8.5,-110,9.0,-110,,,8.5,-112,6.5,-110
2022,5,FINAL,Sun 10/9,1:00 PM,462,Minnesota,29,24%,-8.5,-110,-8.5,-110,-9.0,-110,-8.5,-110,-8.5,-108,-8.5,-110,-9.0,-110,,,-8.5,-108,-6.5,-110
2022,5,FINAL,Sun 10/9,1:00 PM,463,Tennessee,21,36%,,-108,,-110,,-109,,-110,,-108,-1.0,-105,,-109,,,,-112,,-110
2022,5,FINAL,Sun 10/9,1:00 PM,464,Washington,17,64%,,-112,,-110,,-111,,-110,,-108,1.0,-115,,-111,,,,-108,,-110
2022,5,FINAL,Sun 10/9,1:00 PM,455,Houston,13,72%,7.0,-116,7.0,-120,7.0,-104,7.0,-115,6.5,-103,7.0,-110,7.0,-105,,,6.5,-104,7.0,-110
2022,5,FINAL,Sun 10/9,1:00 PM,456,Jacksonville,6,28%,-7.0,-104,-7.0,+100,-7.0,-116,-7.0,-105,-6.5,-113,-7.0,-110,-7.0,-115,,,-6.5,-116,-7.0,-110
2022,5,FINAL,Sun 10/9,1:00 PM,453,Seattle,32,44%,5.5,-108,5.5,-110,5.5,-110,5.5,-110,5.5,-108,5.5,-110,5.5,-109,,,5.5,-110,6.0,-110
2022,5,FINAL,Sun 10/9,1:00 PM,454,New Orleans,39,56%,-5.5,-112,-5.5,-110,-5.5,-110,-5.5,-110,-5.5,-108,-5.5,-110,-5.5,-111,,,-5.5,-110,-6.0,-110
2022,5,FINAL,Sun 10/9,1:00 PM,459,Atlanta,15,74%,10.0,-106,10.5,-110,10.0,-109,10.5,-110,10.0,-108,10.5,-110,10.0,-109,,,10.0,-108,8.0,-110
2022,5,FINAL,Sun 10/9,1:00 PM,460,Tampa Bay,21,26%,-10.0,-114,-10.5,-110,-10.0,-111,-10.5,-110,-10.0,-108,-10.5,-110,-10.0,-111,,,-10.0,-112,-8.0,-110
2022,5,FINAL,Sun 10/9,1:00 PM,465,Miami,17,25%,-3.0,-120,-3.0,-120,-3.0,-120,-3.0,-120,-3.0,-118,-3.0,-120,-3.0,-120,,,-3.0,-120,-6.0,-110
2022,5,FINAL,Sun 10/9,1:00 PM,466,N.Y. Jets,40,75%,3.0,+100,3.0,+100,3.0,+100,3.0,+100,3.0,+102,3.0,+100,3.0,+100,,,3.0,+100,6.0,-110
2022,5,FINAL,Sun 10/9,1:00 PM,457,Pittsburgh,3,70%,14.0,-115,14.0,-110,14.0,-110,14.0,-110,14.0,-108,14.0,-110,14.0,-113,,,14.0,-114,13.5,-110
2022,5,FINAL,Sun 10/9,1:00 PM,458,Buffalo,38,30%,-14.0,-105,-14.0,-110,-14.0,-110,-14.0,-110,-14.0,-108,-14.0,-110,-14.0,-107,,,-14.0,-106,-13.5,-110
2022,5,FINAL,Sun 10/9,1:00 PM,469,Detroit,0,44%,3.0,-115,3.0,-120,3.0,-110,3.0,-115,3.0,-108,3.0,-115,3.0,-110,,,3.0,-115,1.5,-110
2022,5,FINAL,Sun 10/9,1:00 PM,470,New England,29,56%,-3.0,-105,-3.0,+100,-3.0,-110,-3.0,-105,-3.0,-108,-3.0,-105,-3.0,-110,,,-3.0,-105,-1.5,-110
2022,5,FINAL,Sun 10/9,4:05 PM,471,San Francisco,37,42%,-6.0,-106,-6.0,-115,-6.0,+101,-6.0,-110,-5.5,-108,-6.0,-115,-6.0,-105,,,-5.5,-112,-3.0,-115
2022,5,FINAL,Sun 10/9,4:05 PM,472,Carolina,15,58%,6.0,-114,6.0,-105,6.0,-122,6.0,-110,5.5,-108,6.0,-105,6.0,-115,,,5.5,-108,3.0,-105
2022,5,FINAL,Sun 10/9,4:25 PM,473,Philadelphia,20,44%,-5.5,-110,-5.5,-105,-5.0,-114,-5.5,-110,-5.5,-108,-5.5,-110,-5.0,-108,,,-5.0,-110,-4.0,-113
2022,5,FINAL,Sun 10/9,4:25 PM,474,Arizona,17,56%,5.5,-110,5.5,-115,5.0,-106,5.5,-110,5.5,-108,5.5,-110,5.0,-112,,,5.0,-110,4.0,-107
2022,5,FINAL,Sun 10/9,4:25 PM,475,Dallas,22,57%,5.0,-110,5.5,-110,5.0,-105,5.5,-110,6.0,-108,5.5,-110,5.0,-110,,,6.0,-109,7.0,-115
2022,5,FINAL,Sun 10/9,4:25 PM,476,L.A. Rams,10,43%,-5.0,-110,-5.5,-110,-5.0,-115,-5.5,-110,-6.0,-108,-5.5,-110,-5.0,-110,,,-6.0,-111,-7.0,-105
2022,5,FINAL,Sun 10/9,8:20 PM,477,Cincinnati,17,56%,3.0,-105,3.0,+100,3.0,-101,3.0,-105,3.0,+107,3.0,-105,3.0,-105,,,3.0,+101,3.5,-115
2022,5,FINAL,Sun 10/9,8:20 PM,478,Baltimore,19,44%,-3.0,-115,-3.0,-120,-3.0,-120,-3.0,-115,-3.0,-123,-3.0,-115,-3.0,-115,,,-3.0,-121,-3.5,-105
2022,5,FINAL OT,Thu 10/6,8:15 PM,301,Indianapolis,12,64%,3.0,-102,3.5,-115,3.0,-103,3.0,+100,3.0,+102,3.0,+100,3.0,-103,,,3.0,+100,2.0,-110
2022,5,FINAL OT,Thu 10/6,8:15 PM,302,Denver,9,36%,-3.0,-118,-3.5,-105,-3.0,-117,-3.0,-120,-3.0,-118,-3.0,-120,-3.0,-117,,,-3.0,-120,-2.0,-110
2022,6,FINAL OT,Mon 10/17,8:15 PM,275,Denver,16,63%,4.0,-119,4.0,-115,3.5,-116,3.5,-110,3.5,-108,4.0,-110,3.5,-116,,,3.5,-107,4.5,-110
2022,6,FINAL OT,Mon 10/17,8:15 PM,276,L.A. Chargers,19,37%,-4.0,-101,-4.0,-105,-3.5,-104,-3.5,-110,-3.5,-108,-4.0,-110,-3.5,-104,,,-3.5,-113,-4.5,-110
2022,6,FINAL,Sun 10/16,1:00 PM,263,Minnesota,24,35%,-3.0,-119,-3.0,-120,-3.0,-117,-3.0,-120,-3.0,-118,-3.0,-125,-3.0,-117,,,-3.0,-125,1.0,-110
2022,6,FINAL,Sun 10/16,1:00 PM,264,Miami,16,65%,3.0,-101,3.0,+100,3.0,-103,3.0,+100,3.0,+102,3.0,+105,3.0,-103,,,3.0,+105,-1.0,-110
2022,6,FINAL,Sun 10/16,1:00 PM,257,New England,38,45%,2.5,-101,2.5,+100,2.5,-101,2.5,+100,2.5,+102,2.5,+100,2.5,-101,,,2.5,-105,3.5,-110
2022,6,FINAL,Sun 10/16,1:00 PM,258,Cleveland,15,55%,-2.5,-119,-2.5,-120,-2.5,-119,-2.5,-120,-2.5,-118,-2.5,-120,-2.5,-119,,,-2.5,-115,-3.5,-110
2022,6,FINAL,Sun 10/16,1:00 PM,265,San Francisco,14,32%,-3.0,-126,-3.5,-110,-3.5,-104,-3.5,-110,-3.5,-108,-3.5,-110,-3.5,-104,,,-3.5,-107,-6.5,-120
2022,6,FINAL,Sun 10/16,1:00 PM,266,Atlanta,28,68%,3.0,+106,3.5,-110,3.5,-116,3.5,-110,3.5,-108,3.5,-110,3.5,-116,,,3.5,-113,6.5,+100
2022,6,FINAL,Sun 10/16,1:00 PM,251,Tampa Bay,18,28%,-9.5,-113,-10.0,+100,-9.5,-110,-9.5,-110,-9.5,-108,-9.5,-115,-9.5,-110,,,-9.5,-112,-6.5,-110
2022,6,FINAL,Sun 10/16,1:00 PM,252,Pittsburgh,20,72%,9.5,-107,10.0,-120,9.5,-110,9.5,-110,9.5,-108,9.5,-105,9.5,-110,,,9.5,-108,6.5,-110
2022,6,FINAL,Sun 10/16,1:00 PM,253,Cincinnati,30,31%,-3.0,-116,-3.0,-115,-3.0,-120,-3.0,-115,-3.0,-113,-3.0,-115,-3.0,-120,,,-3.0,-115,-1.0,-110
2022,6,FINAL,Sun 10/16,1:00 PM,254,New Orleans,26,69%,3.0,-104,3.0,-105,3.0,+100,3.0,-105,3.0,-103,3.0,-105,3.0,+100,,,3.0,-105,1.0,-110
2022,6,FINAL,Sun 10/16,1:00 PM,261,Baltimore,20,42%,-5.5,-115,-5.5,-110,-5.5,-111,-5.5,-110,-6.0,-108,-5.5,-115,-5.5,-111,,,-5.5,-113,-6.0,-110
2022,6,FINAL,Sun 10/16,1:00 PM,262,N.Y. Giants,24,58%,5.5,-105,5.5,-110,5.5,-109,5.5,-110,6.0,-108,5.5,-105,5.5,-109,,,5.5,-107,6.0,-110
2022,6,FINAL,Sun 10/16,1:00 PM,259,N.Y. Jets,27,66%,7.5,-105,8.0,-110,7.5,-109,8.0,-110,8.0,-108,7.5,-105,7.5,-109,,,8.0,-113,10.0,-110
2022,6,FINAL,Sun 10/16,1:00 PM,260,Green Bay,10,34%,-7.5,-115,-8.0,-110,-7.5,-111,-8.0,-110,-8.0,-108,-7.5,-115,-7.5,-111,,,-8.0,-107,-10.0,-110
2022,6,FINAL,Sun 10/16,1:00 PM,255,Jacksonville,27,43%,1.5,-104,1.5,-110,1.0,-105,1.5,-110,2.0,-108,1.5,-105,1.0,-105,,,1.5,-109,1.0,-112
2022,6,FINAL,Sun 10/16,1:00 PM,256,Indianapolis,34,57%,-1.5,-116,-1.5,-110,-1.0,-115,-1.5,-110,-2.0,-108,-1.5,-115,-1.0,-115,,,-1.5,-111,-1.0,-108
2022,6,FINAL,Sun 10/16,4:05 PM,269,Arizona,9,46%,-2.5,-108,-2.5,-110,-2.5,-111,-2.5,-110,-2.5,-108,-2.5,-110,-2.5,-111,,,-2.5,-113,-2.5,-110
2022,6,FINAL,Sun 10/16,4:05 PM,270,Seattle,19,54%,2.5,-112,2.5,-110,2.5,-109,2.5,-110,2.5,-108,2.5,-110,2.5,-109,,,2.5,-107,2.5,-110
2022,6,FINAL,Sun 10/16,4:05 PM,267,Carolina,10,68%,10.0,-116,10.0,-115,9.5,-109,10.0,-115,9.5,-108,10.0,-110,9.5,-109,,,9.5,-109,9.5,-110
2022,6,FINAL,Sun 10/16,4:05 PM,268,L.A. Rams,24,32%,-10.0,-104,-10.0,-105,-9.5,-111,-10.0,-105,-9.5,-108,-10.0,-110,-9.5,-111,,,-9.5,-111,-9.5,-110
2022,6,FINAL,Sun 10/16,4:25 PM,271,Buffalo,24,51%,-2.5,-113,-3.0,+100,-3.0,+106,-2.5,-120,-2.5,-118,-2.5,-120,-3.0,+106,,,-2.5,-119,,-110
2022,6,FINAL,Sun 10/16,4:25 PM,272,Kansas City,20,49%,2.5,-107,3.0,-120,3.0,-127,2.5,+100,2.5,+102,2.5,+100,3.0,-127,,,2.5,-101,,-110
2022,6,FINAL,Sun 10/16,8:20 PM,273,Dallas,17,48%,6.5,+101,6.5,-105,6.5,-105,6.5,+100,7.0,-108,6.5,+100,6.5,-105,,,7.0,-115,6.0,-105
2022,6,FINAL,Sun 10/16,8:20 PM,274,Philadelphia,26,52%,-6.5,-121,-6.5,-115,-6.5,-115,-6.5,-120,-7.0,-108,-6.5,-120,-6.5,-115,,,-7.0,-105,-6.0,-115
2022,6,FINAL,Thu 10/13,8:15 PM,105,Washington,12,53%,-1.0,-113,-1.0,-115,-1.0,-117,-1.0,-110,-1.0,-108,-1.0,-115,-1.0,-117,,,-1.5,-110,-1.0,-110
2022,6,FINAL,Thu 10/13,8:15 PM,106,Chicago,7,47%,1.0,-107,1.0,-105,1.0,-103,1.0,-110,1.0,-108,1.0,-105,1.0,-103,,,1.5,-110,1.0,-110
2022,7,FINAL,Mon 10/24,8:15 PM,475,Chicago,33,72%,8.5,-110,9.0,-115,9.0,-110,9.0,-115,9.0,-108,8.5,-110,9.0,-111,,,8.5,-112,6.0,-110
2022,7,FINAL,Mon 10/24,8:15 PM,476,New England,14,28%,-8.5,-110,-9.0,-105,-9.0,-110,-9.0,-105,-9.0,-108,-8.5,-110,-9.0,-109,,,-8.5,-108,-6.0,-110
2022,7,FINAL,Sun 10/23,1:00 PM,459,Cleveland,20,74%,6.5,-107,6.5,-110,6.5,-105,6.5,-110,6.5,-108,6.5,-105,6.5,-105,,,6.5,-109,6.0,-110
2022,7,FINAL,Sun 10/23,1:00 PM,460,Baltimore,23,26%,-6.5,-113,-6.5,-110,-6.5,-115,-6.5,-110,-6.5,-108,-6.5,-115,-6.5,-115,,,-6.5,-111,-6.0,-110
2022,7,FINAL,Sun 10/23,1:00 PM,457,Atlanta,17,53%,6.5,-105,6.5,-105,6.5,-112,6.5,-110,6.5,-108,6.5,-110,6.5,-112,,,6.5,-107,7.0,-105
2022,7,FINAL,Sun 10/23,1:00 PM,458,Cincinnati,35,47%,-6.5,-115,-6.5,-115,-6.5,-108,-6.5,-110,-6.5,-108,-6.5,-110,-6.5,-108,,,-6.5,-113,-7.0,-115
2022,7,FINAL,Sun 10/23,1:00 PM,451,Detroit,6,63%,7.0,-110,7.0,-110,6.5,-107,7.0,-110,7.0,-113,7.0,-115,6.5,-107,,,7.0,-117,7.5,-105
2022,7,FINAL,Sun 10/23,1:00 PM,452,Dallas,24,37%,-7.0,-110,-7.0,-110,-6.5,-113,-7.0,-110,-7.0,-103,-7.0,-105,-6.5,-113,,,-7.0,-103,-7.5,-115
2022,7,FINAL,Sun 10/23,1:00 PM,463,Green Bay,21,30%,-4.0,-107,-4.0,-115,-4.0,-109,-4.0,-110,-4.0,-108,-4.0,-110,-3.0,-106,,,-4.0,-110,-5.5,-110
2022,7,FINAL,Sun 10/23,1:00 PM,464,Washington,23,70%,4.0,-113,4.0,-105,4.0,-111,4.0,-110,4.0,-108,4.0,-110,3.0,-113,,,4.0,-110,5.5,-110
2022,7,FINAL,Sun 10/23,1:00 PM,461,Tampa Bay,3,13%,-13.0,-115,-13.0,-110,-13.0,-110,-13.0,-110,-13.0,-108,-13.0,-115,-13.0,-110,,,-13.0,-106,-9.5,-110
2022,7,FINAL,Sun 10/23,1:00 PM,462,Carolina,21,87%,13.0,-105,13.0,-110,13.0,-110,13.0,-110,13.0,-108,13.0,-105,13.0,-110,,,13.0,-114,9.5,-110
2022,7,FINAL,Sun 10/23,1:00 PM,453,N.Y. Giants,23,37%,3.5,-122,3.0,+105,3.0,+104,3.0,+100,3.0,+102,3.0,+100,3.0,+104,,,3.0,-101,3.0,-110
2022,7,FINAL,Sun 10/23,1:00 PM,454,Jacksonville,17,63%,-3.5,+102,-3.0,-125,-3.0,-123,-3.0,-120,-3.0,-118,-3.0,-120,-3.0,-123,,,-3.0,-119,-3.0,-110
2022,7,FINAL,Sun 10/23,1:00 PM,455,Indianapolis,10,61%,2.5,-104,2.5,-110,2.5,-110,2.5,-110,2.5,-108,2.5,-105,2.5,-110,,,2.0,-109,1.5,-110
2022,7,FINAL,Sun 10/23,1:00 PM,456,Tennessee,19,39%,-2.5,-116,-2.5,-110,-2.5,-110,-2.5,-110,-2.5,-108,-2.5,-115,-2.5,-110,,,-2.0,-111,-1.5,-110
2022,7,FINAL,Sun 10/23,4:05 PM,467,Houston,20,72%,7.0,-108,7.0,-105,7.0,-105,7.0,-105,7.0,-108,7.0,-105,7.0,-105,,,7.0,-112,7.0,-105
2022,7,FINAL,Sun 10/23,4:05 PM,468,Las Vegas,38,28%,-7.0,-112,-7.0,-115,-7.0,-115,-7.0,-115,-7.0,-108,-7.0,-115,-7.0,-115,,,-7.0,-108,-7.0,-115
2022,7,FINAL,Sun 10/23,4:05 PM,465,N.Y. Jets,16,31%,-2.0,-110,-2.0,-110,-2.0,-110,-2.0,-110,-2.0,-108,-2.0,-110,-2.0,-110,,,-1.5,-112,3.5,-110
2022,7,FINAL,Sun 10/23,4:05 PM,466,Denver,9,69%,2.0,-110,2.0,-110,2.0,-110,2.0,-110,2.0,-108,2.0,-110,2.0,-110,,,1.5,-108,-3.5,-110
2022,7,FINAL,Sun 10/23,4:25 PM,469,Kansas City,44,38%,,-110,-1.0,-110,,-105,-1.0,-110,,-108,-1.0,-105,,-110,,,,-110,-1.0,-110
2022,7,FINAL,Sun 10/23,4:25 PM,470,San Francisco,23,62%,,-110,1.0,-110,,-115,1.0,-110,,-108,1.0,-115,,-110,,,,-110,1.0,-110
2022,7,FINAL,Sun 10/23,4:25 PM,471,Seattle,37,54%,4.5,-105,4.5,-110,5.0,-112,4.5,-110,5.0,-108,5.0,-110,5.0,-112,,,5.0,-111,7.5,-110
2022,7,FINAL,Sun 10/23,4:25 PM,472,L.A. Chargers,23,46%,-4.5,-115,-4.5,-110,-5.0,-108,-4.5,-110,-5.0,-108,-5.0,-110,-5.0,-108,,,-5.0,-109,-7.5,-110
2022,7,FINAL,Sun 10/23,8:20 PM,473,Pittsburgh,10,60%,7.5,-118,7.5,-115,7.0,-101,7.5,-115,7.0,-108,7.0,-110,7.0,-101,,,7.0,-106,6.0,-110
2022,7,FINAL,Sun 10/23,8:20 PM,474,Miami,16,40%,-7.5,-102,-7.5,-105,-7.0,-119,-7.5,-105,-7.0,-108,-7.0,-110,-7.0,-119,,,-7.0,-114,-6.0,-110
2022,7,FINAL,Thu 10/20,8:15 PM,303,New Orleans,34,52%,2.5,-112,2.5,-110,2.5,-111,2.5,-110,2.5,-108,2.5,-110,2.5,-111,,,2.5,-110,2.0,-110
2022,7,FINAL,Thu 10/20,8:15 PM,304,Arizona,42,48%,-2.5,-108,-2.5,-110,-2.5,-109,-2.5,-110,-2.5,-108,-2.5,-110,-2.5,-109,,,-2.5,-110,-2.0,-110
2022,8,FINAL,Mon 10/31,8:15 PM,277,Cincinnati,13,37%,-3.0,-122,-3.0,-120,-3.0,-120,-3.0,-120,-3.0,-118,-3.0,-120,-3.5,-116,,,-3.0,-122,-3.0,-105
2022,8,FINAL,Mon 10/31,8:15 PM,278,Cleveland,32,63%,3.0,+102,3.0,+100,3.0,+100,3.0,+100,3.0,+102,3.0,+100,3.5,-110,,,3.0,+102,3.0,-115
2022,8,FINAL,Sun 10/30,9:30 AM,251,Denver,21,61%,1.0,-110,1.0,-110,1.0,-109,1.0,-110,1.0,-108,1.0,-105,1.0,-109,,,1.0,-108,3.0,-110
2022,8,FINAL,Sun 10/30,9:30 AM,252,Jacksonville,17,39%,-1.0,-110,-1.0,-110,-1.0,-111,-1.0,-110,-1.0,-108,-1.0,-115,-1.0,-111,,,-1.0,-112,-3.0,-110
2022,8,FINAL,Sun 10/30,1:00 PM,263,Arizona,26,47%,4.0,-113,4.0,-115,4.0,-115,4.0,-110,4.0,-108,4.0,-105,4.0,-115,,,4.0,-108,6.5,-110
2022,8,FINAL,Sun 10/30,1:00 PM,264,Minnesota,34,53%,-4.0,-107,-4.0,-105,-4.0,-105,-4.0,-110,-4.0,-108,-4.0,-115,-4.0,-105,,,-4.0,-112,-6.5,-110
2022,8,FINAL,Sun 10/30,1:00 PM,261,Miami,31,31%,-3.5,-114,-3.5,-115,-4.0,-105,-4.0,-110,-4.0,-108,-3.5,-115,-4.0,-105,,,-3.5,-112,-3.0,-110
2022,8,FINAL,Sun 10/30,1:00 PM,262,Detroit,27,69%,3.5,-106,3.5,-105,4.0,-115,4.0,-110,4.0,-108,3.5,-105,4.0,-115,,,3.5,-108,3.0,-110
2022,8,FINAL,Sun 10/30,1:00 PM,253,Chicago,29,62%,9.5,-108,9.5,-110,9.5,-112,10.0,-115,9.5,-108,9.5,-110,9.5,-112,,,9.5,-108,9.5,-110
2022,8,FINAL,Sun 10/30,1:00 PM,254,Dallas,49,38%,-9.5,-112,-9.5,-110,-9.5,-108,-10.0,-105,-9.5,-108,-9.5,-110,-9.5,-108,,,-9.5,-112,-9.5,-110
2022,8,FINAL,Sun 10/30,1:00 PM,255,Las Vegas,0,34%,-1.0,-115,-1.5,-110,-1.0,-110,-1.0,-110,-1.0,-108,-1.0,-115,-1.0,-110,,,-1.0,-112,,-105
2022,8,FINAL,Sun 10/30,1:00 PM,256,New Orleans,24,66%,1.0,-105,1.5,-110,1.0,-110,1.0,-110,1.0,-108,1.0,-105,1.0,-110,,,1.0,-108,,-115
2022,8,FINAL OT,Sun 10/30,1:00 PM,257,Carolina,34,67%,4.0,-107,4.0,-110,4.0,-105,4.0,-110,4.0,-108,4.0,-105,4.0,-105,,,4.0,-108,7.0,-110
2022,8,FINAL OT,Sun 10/30,1:00 PM,258,Atlanta,37,33%,-4.0,-113,-4.0,-110,-4.0,-115,-4.0,-110,-4.0,-108,-4.0,-115,-4.0,-115,,,-4.0,-112,-7.0,-110
2022,8,FINAL,Sun 10/30,1:00 PM,265,New England,22,56%,-3.0,-113,-3.0,-115,-3.0,-113,-3.0,-110,-3.0,-108,-3.0,-110,-3.0,-113,,,-3.0,-109,,-115
2022,8,FINAL,Sun 10/30,1:00 PM,266,N.Y. Jets,17,44%,3.0,-107,3.0,-105,3.0,-107,3.0,-110,3.0,-108,3.0,-110,3.0,-107,,,3.0,-111,,-105
2022,8,FINAL,Sun 10/30,1:00 PM,259,Pittsburgh,13,75%,11.5,-110,11.0,-105,12.0,-112,11.5,-110,11.5,-108,11.5,-110,12.0,-112,,,11.5,-112,10.0,-110
2022,8,FINAL,Sun 10/30,1:00 PM,260,Philadelphia,35,25%,-11.5,-110,-11.0,-115,-12.0,-108,-11.5,-110,-11.5,-108,-11.5,-110,-12.0,-108,,,-11.5,-108,-10.0,-110
2022,8,FINAL,Sun 10/30,4:05 PM,267,Tennessee,17,29%,-1.0,-115,-1.5,-110,-1.0,-110,-1.0,-110,-1.0,-108,-1.0,-115,-1.0,-110,,,-1.5,-109,-3.5,-105
2022,8,FINAL,Sun 10/30,4:05 PM,268,Houston,10,71%,1.0,-105,1.5,-110,1.0,-110,1.0,-110,1.0,-108,1.0,-105,1.0,-110,,,1.5,-111,3.5,-115
2022,8,FINAL,Sun 10/30,4:25 PM,269,N.Y. Giants,13,38%,3.0,+102,3.0,+100,3.0,+105,3.0,+100,3.0,+107,3.0,+100,3.0,+105,,,3.0,+103,1.0,-112
2022,8,FINAL,Sun 10/30,4:25 PM,270,Seattle,27,62%,-3.0,-122,-3.0,-120,-3.0,-125,-3.0,-120,-3.0,-123,-3.0,-120,-3.0,-125,,,-3.0,-123,-1.0,-108
2022,8,FINAL,Sun 10/30,4:25 PM,273,San Francisco,31,41%,1.0,-110,1.0,-115,1.5,-110,1.0,-110,1.0,-108,1.0,-110,1.5,-110,,,1.0,-111,2.5,-115
2022,8,FINAL,Sun 10/30,4:25 PM,274,L.A. Rams,14,59%,-1.0,-110,-1.0,-105,-1.5,-110,-1.0,-110,-1.0,-108,-1.0,-110,-1.5,-110,,,-1.0,-109,-2.5,-105
2022,8,FINAL,Sun 10/30,4:25 PM,271,Washington,17,33%,3.0,-119,3.0,-120,2.5,+105,3.0,-120,3.0,-108,3.0,-110,2.5,+105,,,3.0,-115,6.0,-110
2022,8,FINAL,Sun 10/30,4:25 PM,272,Indianapolis,16,67%,-3.0,-101,-3.0,+100,-2.5,-125,-3.0,+100,-3.0,-108,-3.0,-110,-2.5,-125,,,-3.0,-105,-6.0,-110
2022,8,FINAL,Sun 10/30,8:20 PM,275,Green Bay,17,70%,10.5,-113,10.5,-110,10.0,-105,10.5,-110,10.5,-108,10.5,-110,10.0,-105,,,10.5,-113,8.0,-107
2022,8,FINAL,Sun 10/30,8:20 PM,276,Buffalo,27,30%,-10.5,-107,-10.5,-110,-10.0,-115,-10.5,-110,-10.5,-108,-10.5,-110,-10.0,-115,,,-10.5,-107,-8.0,-113
2022,8,FINAL,Thu 10/27,8:15 PM,101,Baltimore,27,42%,2.0,-110,2.0,-110,1.5,-108,2.0,-110,2.0,-108,2.0,-110,1.5,-108,,,2.0,-108,2.5,+100
2022,8,FINAL,Thu 10/27,8:15 PM,102,Tampa Bay,22,58%,-2.0,-110,-2.0,-110,-1.5,-112,-2.0,-110,-2.0,-108,-2.0,-110,-1.5,-112,,,-2.0,-112,-2.5,-120
